id,name,description,ingredients
1064,一品酥方,一品酥方是是一道传统名菜，属于川菜系。色泽金黄，美观大方，咸鲜酥香，爽口不腻。猪肉先要刮洗干净，修整齐，用竹签在肋骨缝隙问刺上若干气孔，擦干水分，用铁质双股烤叉由方肉中部平穿过去。干柴放炉内，火苗燎出炉口约30一40厘米，手持叉柄，将肉方的皮向着苗火燎，着重燎肉方的四周和四角，并不断左右转动铁叉，待肉皮上一层很薄的黑焦皮自行脱落（俗称漂方），遂将肉方离开炉火，擦净叉尖，取下肉方放入温水中冲洗，并用小刀轻轻刮去焦皮，搌干水分，抹上用料酒浸泡的姜、葱、盐、花椒汁，讲用于净纱布捂半小时。火池里放入烧红的木炭，将肉方重上叉，皮向上，左右侧动，慢慢烤背脊肉厚部位，烤至肉熟（俗称吊膛）。将池中木炭拨至池边，转将肉皮向下烤，此时叉的转动要快，便肉油浸在肉皮上，不滴入池中。烤至方皮呈金黄色时，边烤边刷香油，至用竹筷敲皮发出酥泡声时，将叉离火池，再刷一次香油，擦净叉尖，取出铁叉。用刀将整块酥皮取下，改成长方条形，照原样摆于肉方上，酥皮向上放于大圆盘中。葱白切成花，蒜切片，甜酱加白糖，香油调匀装碟，另配高级清汤、双麻酥饼一并上席。,猪肉，双麻酥饼，甜面酱，花椒
1065,炸花生仁腰块,炸花生仁腰块是一道菜品，主料为猪腰。,
1066,泡菜鹅肠,"泡菜鹅肠是一道四川省的传统名菜，属于川菜系。由鹅肉跟萝卜清炒而成。泡菜在巴渝民间十分普及，家家均有。《辞海》说：""四川泡菜最为著名。""而此菜以泡菜为佐料，鹅肠鲜脆爽，泡菜风味突出。",鹅肠
1067,红油抄手酱,红油抄手酱是一道四川省的传统名菜，属于川菜系。先在碗里放入酱油、花椒粉、蒜末和柴鱼味精，轻轻调匀。接着将用水煮熟的馄饨放入碗中，再撒上葱末、香菜末和微烫过的豆芽菜，吃之前淋上红油和香油。,豆芽，酱油
1068,鱼香苦瓜,鱼香苦瓜是一道传统的特色名菜，属于浙菜系。苦瓜为葫芦科植物苦瓜的果实，全国各地均有栽培，又名锦荔子，癞葡萄，癞瓜，是药食两用的食疗佳品。把苦瓜洗净，切成两半去瓤切成细丝备用。姜切成细丝，蒜拍成蒜未，干椒用热水泡后切成细丝，淀粉加水备用。将切好的苦瓜丝放入沸水锅中烫透，注意用大火，开锅后即可；捞出苦瓜丝控干水份装盘备用，看看颜色有什么不同。炒锅烧热放油烧至五成热，下姜丝炒出香味，再下豆瓣酱翻炒。姜丝和豆瓣酱炒到的火候控制在豆瓣酱炒出红油后就可放入苦瓜丝，象这样。在锅内加入酱油、白糖、鸡精烧开后放入苦瓜丝、干椒丝翻炒。入湿淀粉勾芡。加入蒜末，滴少许醋，淋入香油，关火。,苦瓜，红干椒 豆瓣酱
1069,姜爆鸭,姜爆鸭是以嫩姜一整块，鸭子半只，盐少许，料酒2勺等为原料的食品。,
1070,怪味鸡丝,怪味鸡丝 （Special Flavored Shredded Chicken）是一道四川省的传统名菜，属于川菜系。此菜咸、甜、麻、辣、酸、香、鲜各味俱全，为四川菜风味代表之一。肉质鲜嫩，互不压味， 味道特殊，故名怪味鸡丝。,鸡肉，芹菜芯
1071,油浸腰花,油浸腰花是四川省传统的美食，属于川菜系。猪腰治净，切成腰花，焯水捞出；锅加油，烧热，下蒜米炒香，放入腰花，加精盐、味精、蚝油、料酒、湿淀粉炒匀，盛盘，撒上红、绿椒丝、葱丝，浇上烧热的红油即可。,猪腰、红、绿椒丝、蒜米、精盐、味精、蚝油、料酒、湿淀粉、红油，葱丝
1072,碧绿川椒鸡,碧绿川椒鸡是上海市传统的地方名菜，属于沪菜系。碧绿川椒鸡以辣椒为主要材料。把菠菜心放入六成油锅炸干捞出备用。鸡腿拆骨切成块，加入调味料、辣椒酱、蒜泥、姜末、葱花和生粉拌匀，放入六成热油锅中炸熟、炸脆，捞出沥干油。中倒入辣油，放入干辣椒和鸡块翻炒，撒上椒盐装盆，周围放入油炸菠菜心装饰。,大江鸡腿，干辣椒，菠菜
1073,陈皮鸡,陈皮鸡是四川一带的地方传统名菜，属于川菜系。此菜软烂汤浓，鲜香麻辣。使用成熟了的桔子皮，阴干或晒干制成。表皮鲜橙红色、黄棕色或棕褐色，质脆，易折断。以皮薄而大，色红，香气浓郁者为佳。,净仔鸡，干辣椒
1074,麻辣鸡肫毛豆,麻辣鸡肫毛豆是一道四川省的地方传统名菜，属于川菜系。将毛豆洗净，略泡水，去除杂质，沥干后，用热水加入麻辣调味料氽烫约3～5分钟，捞起冲冷水，待凉后捞起沥干备用。用刀子将鸡肫的杂质刮除，冲洗干净，横切片，每片厚约0.5公分即可，用作法(1)的盐开水川烫约1分钟至熟，捞起放入冷水中冲凉后，沥干备用。将毛豆、鸡肫与陈醋、酱油搅拌均匀，略腌30分钟入味，即可盛盘上桌，一次可多做一点，放入保鲜盒，置于冰箱冷藏，随时都可享用。,鸡肫，毛豆
1075,香辣牛肉条,香辣牛肉条是四川省的传统名吃，属于川菜系。酥烂醇香，苹辣味厚。,瘦牛肉，炒熟芝麻
1076,泡椒蒸水鱼,泡椒蒸水鱼 是一道四川省的传统名菜，属于川菜系。味道鲜香辣。将甲鱼宰杀清洗干净，用热水烫一下切成块，放入盐、白糖、香油、泡椒拌匀腌制入味待用；将腌制好的甲鱼放到蒸锅中蒸15分钟出锅即可食用。,水鱼，泡椒
1077,米熏鱼,米熏鱼色泽褐红引人食欲，咸甜酥香，烟香浓郁美味可口，别具风味。,鲜鱼，料酒
1078,锦绣时菜塔,锦绣时菜塔是四川省的传统名菜，属于川菜系。笼统翅立，清喷香可口。笼统翅立，清喷香可口。菠菜、芥兰焯水切成粒，豆酥也焯熟过冷水；豆干切粒用油煸炒透；豆干加菠菜、青、红椒等加入干果仁调味装入模子中；将装好的菜扣在盘子中装饰一下即可。,菠菜，芥兰
1079,香辣滷鸡心,香辣卤鸡心是一道色香味俱全的传统名肴，属于川菜系。把鸡心洗净，放入锅中，加水盖过鸡心，用大火将水煮开，氽烫后，把鸡心捞起，再用清水冲洗一次，并沥干水分备用。将蚝油辣味卤汁煮滚后，放入鸡心，用中火卤约5分钟，盛入盘中，撒上葱花即可使用。,鸡心，蚝油辣味卤汁
1080,泡菜炒肉末,泡菜炒肉末是一道四川省的地方传统名菜，属于川菜系。四川家家有泡菜坛，早、中、晚三餐离不开泡菜下饭，如萝卜之类，清晨入坛，晚餐可用，或晚间入坛，第二日即食，俗呼“跳水萝卜”。未吃完的泡菜，泡3-5日之后，味酸质软，无法生吃，捞出与肉末同炒，色泽红亮，咸鲜酸甜，作为下饭菜，妙不可言。,四川泡菜，猪肉
1081,糊涂鸡,虎头鸡又叫糊涂鸡，据传说是有一大将军远征，当地热情好客的人民便宰鸡待客，由于大将军不吃清炖鸡，而当地当时又无其他菜肴，有一村民便把鸡和面用油炸出放水炖出招待，将军试吃含口即化，内质松软，肉骨分离，美味无比，大加赞赏，问何菜，因其处形不规则极似虎头，厨师便随口说是虎头鸡。当然啦，我这不是正宗的，我这是天津口味的，加了甜面酱非常好吃·[1] ,鸡腿
1082,三鲜锅粑,三鲜锅粑是四川省传统的名菜，属于川菜系。将上汤煮滚，放下切斜片的香菇、榨菜及去了皮的番茄丁、切花形已煮熟的胡萝卜片和豌豆夹，并加酱油、盐调味，全部煮滚后盛在大汤碗内。将锅巴用烧得极热的油炸泡至金黄色即捞出，装盘内速同第一项的三鲜汤上桌，当场将锅耙倒入汤中。淋下香油并洒少许胡椒粉即可。,香菇，锅粑，番茄，胡萝卜，榨菜
1083,泡椒鸡片,泡椒鸡片是四川省传统的名菜，属于川菜系。主要食材为鸡胸脯肉，用泡辣椒炒制而成。主要烹饪工艺是炒，味咸辣。把鸡胸脯肉洗净切成5毫米厚的片，用水淀粉、料酒、胡椒粉拌匀；将泡辣椒切成与鸡片等大的片。用盐、料酒、糖、胡椒粉、水淀粉、少许鸡粉加3汤匙水勾成调味汁。炒锅中倒入3汤匙油，烧热后下鸡片炒散，下葱末、姜末和蒜末和泡辣椒炒香，倒入调味汁，翻炒均匀出锅即可。,鸡胸脯肉，泡辣椒，葱，姜丝
1084,泡椒黄辣丁,泡椒黄辣丁是一道四川省的传统名菜，属于川菜系。好吃的菜真是看不出来的，看这不起眼的小鱼，怎知道居然有那么嫩，那么滑，那么鲜美呐。成都曾经疯狂流行吃黄辣丁，原来果真好吃。泡椒的酸辣是配合鱼肉的最好选择，辣得一丝丝抽气的时候，鲜味也一丝丝地渗入五脏八腑。,黄辣丁、泡椒
1085,麻辣冻豆腐,麻辣冻豆腐，四川菜，色泽淡黄，豆腐软嫩而有光泽、其味麻、辣、酥、香、嫩、鲜、烫，豆腐表面盖有一层淡红色的辣油，可保持豆腐内的热度不使很快散失，趁热吃滋味更佳，花椒面也扑鼻。在数九寒冬季节食用，更是取暖解寒的美味佳肴。,冻豆腐，猪肉
1086,蒸江团,蒸江团是一道四川省的特色传统名菜，属于川菜系。 形状美观，肉质嫩肥美，汤清味鲜，营养十分丰富。鱼经宰条洗净，在鱼身两侧斜剞六至七刀（刀深0、3厘米左右），用精盐2克，绍酒15克、腌渍入法治，香菇片成薄片，火腿切成片。将腌渍好的鱼漫无边际去血水，放在蒸盘内，再将火腿、香菇片逐一插入剞刀处，加精盐2克、绍酒15克、葱、姜、清汤250克，盖上网油，上笼旺火蒸三十分钟，取出。检去葱、姜片、网油，将鱼轻轻地滑入鱼盆内。炒锅加清汤1250克，再将蒸盘内的原汁滗入锅内，旺火烧开，加味精、胡椒粉、浇入汤盆内即成。同时与姜汁味碟一起上桌。, 岷江团鱼
1087,豆渣猪头,豆渣猪头是一道菜品，属于川菜系。主料是整猪头，配料是生细豆渣等，调料为料酒、醪糟、冰糖汁等，通过炖制的做法而成。,
1088,川椒龙凤球,川椒龙凤球是以虾肉、鸡胸肉为主要材料制作而成的一款菜品，配料是珍珠叶，调料是川椒酱等，通过翻炒的方式做成。,虾肉，鸡胸肉
1089,鸡豆花,鸡豆花是四川地区特色传统名菜，至今已有百余年的历史。此菜为四川厨菜的看家菜，成菜颇有特色，为川中清淡醇厚的代表菜之一。一道制作极为精细的工艺菜肴，在四川道佛宫观，香积厨有“吃鸡就似鸡”、“吃肉就似肉”的烹饪技艺，即将素料制成有荤味的菜肴，即所谓“以素托荤”。在四川餐馆，则反其道而行之，来一个“吃鸡不见鸡”、“吃肉不见肉”，将荤料制成素形，即人们所谓的“以荤托素”。鸡豆花[1] 就是荤托素的代表菜。2018年9月10日，“中国菜”正式发布，“鸡豆花“被评为“中国菜”四川十大经典名菜。[2] ,鸡脯肉茸，熟火腿，鸡清汤
1090,姜汁热窝鸡蛋,姜汁热窝鸡蛋是四川泸州著名的特色小吃，色泽红亮，鸡肉细嫩，姜醋味突出。母鸡宰杀洗净后，入锅煮熟，捞出晾凉后，去掉鸡腿骨，剁成均匀的块。姜成姜末，葱切成葱花。锅内放素油烧热（约15℃），下鸡块、姜末、葱花入锅炒出香味，加鲜汤、盐、酱油烧入味，加水豆粉和醋搅匀，淋上辣椒油即成。,鲜嫩母鸡一只
1091,酱辣黄瓜,酱辣黄瓜主料有腌黄瓜，干辣椒，调料为白糖、面酱，将腌黄瓜放入面酱中浸泡6至7天后，拌入干辣椒丝和白糖晾干即成。,
1092,玫瑰锅炸,玫瑰锅炸是四川省的传统小吃，属于川菜系。将鸡蛋壳破倒在碗里，加面粉10克，干淀粉20克，再加半勺水搅拌均匀。把玫瑰剁细。炒锅置旺火上，放一些清水烧沸，舀出一些（这里舀的水是预防面太浓时，加水）倒入蛋面浆，用小火，并不停的搅拌，使其熟透，在舀入先抹过油的瓷盘内并铺平，微压一下，凉冷后，切成长条，每条在均沾一层干淀粉。  炒锅置旺火上，下菜油烧至五层热时，放入做好的面丕炸至定型，捞起。待油温再次升高，在将面丕炸至金黄色捞起，摆盘定型。   炒锅置中火上，放清水烧沸，加入白糖翻炒至糖完全融化时，加蜜玫瑰炒匀，随即将锅端离火口，淋在摆好盘的面丕上即可。,鸡蛋，面粉
1093,泡子姜,泡子姜是四川省传统的名菜，属于川菜系泡菜类食品。要达到最佳口感所选用生姜只能是青州竹根姜，青州竹根姜色泽微黄，鲜嫩清香，微辣带甜。原泡子姜可贮2年时间。选姜料时应选带泥、老根短、芽瓣多的鲜子姜作原料；盐水宜用一等老盐水。如果老盐水不足，也可用老盐水接种新的盐水，但其效果不如前者好；香料包用后，除白菌外其余均不能再用；如果将子姜切成丝或片入泡的，约用1天即成。,新鲜子姜
1094,辣油里脊丝,"辣油里脊丝是浙江省的传统名菜，属于浙菜系。色泽红润油亮,鲜咸微辣,质地软嫩。将猪通脊肉切成8厘米-9厘米长的细丝,加鸡蛋,淀粉,酱油上浆,  炒久上火放油烧至5-6成热,将肉丝下锅滑至7-8成熟,倒出控油, 勺内放油,下葱丝煸香,放柿椒丝,肉丝翻炒,放酱油,料酒,姜汁,味精,辣椒油,少许汤煸炒至熟,淋水淀粉后淋明油即可出勺.",猪通脊肉
1095,醋椒活鱼,醋椒活鱼是浙江省的传统名菜，属于浙江系。汤乳白，味酸辣爽口，鱼肉鲜崦细嫩，此汤可解酒。主要用料是鲜活鱼一条(1斤左右)可用鲁鱼，青鱼、鲫鱼、草鱼和鲢鱼等，制作而成。,鲜鱼
1096,泡嫩姜,泡嫩姜是四川省的传统名菜，属于川菜泡菜。将嫩姜去皮洗净晾干，装入泡菜坛内；把凉开水和盐化开加入坛内，盖好盖，在坛口听水槽里加满凉水，10天后即成。,嫩姜
1097,清蒸江团,清蒸江团，是四川乐山地区特色传统名菜，属于川菜系。制作时用江团鱼和火腿等为原料，经清蒸而成。成菜形状美观，肉质肥美细嫩，汤清味鲜。2018年9月10日，“中国菜”正式发布，“清蒸江团“被评为“中国菜”四川十大经典名菜。[1] ,江团，火腿
1098,五柳鱼丝,五柳鱼丝是四川地区特色传统名菜，属于川菜系。清爽悦目，入口滑嫩，鲜香可口。,鲤鱼
1099,原笼玉簪,原笼玉簪，原名为粉蒸排骨。1980年重庆厨师曾亚光为给《中国名菜集锦》四川卷增添文化意蕴，在粉蒸排骨的基础上创制了“原笼玉簪”。中国古时，将洁白如玉，芳香娇莹，含蕊如簪，朝开暮卷的花称之为玉簪花；皇宫里宫人搔头所用的白玉，亦叫做“玉簪”或“玉搔头”。原笼玉簪就是参照玉簪花、玉搔头的形态和意趣而设计创作的。“原笼”指蒸菜的竹器，“玉簪”乃猪排骨经精心修整后似玉簪之形，暗寓陈潘妙合之意。“簪”乃古代妇女插在发髻上的首饰，多用金属，玉石制成。将猪腰肋骨斩段蒸熟后，形似簪子，故以“玉簪”命名。原笼玉簪是用猪排骨加工呈玉簪状，再加多种调料和米粉拌匀，经蒸制而成。成菜形似玉簪，肉质肥软，口味浓香。,猪肉，山珍
1100,椒盐鱼尾,椒盐鱼尾是用鱼尾制作而成的一道菜，香酥适口，鲜咸微辣。 将备好的鱼尾用刀划几下，切成两段，加入盐、鸡精腌制5分钟，再撒上干淀粉拌匀，坐锅点火倒入油，油热后放入鱼尾炸成金黄色后捞出。,鱼尾
